A10	auto-estrada 10
CNCP	Confederação Nacional dos Caçadores Portugueses
CNCSB	Coordenação de Socorros dos Bombeiros
CNCS	Centro Nacional de Coordenação de Socorro
CNCS	Coordenação de Socorros
CNCS	Coordenação de Socorros dos bombeiros
CNCS	Coordenação e Socorros
CNCS	Coordenações Socorros
CNCS	Coordenador de Socorros
CNDC	Comissão Nacional dos Direitos da Criança
CND	Conselho Nacional de Desastres
CNDO	Coordenação Nacional para as Doenças Oncológicas
CNDP	Comissão Nacional do Debate Público
CNEA	Conferência Nacional de Educação Artística
CNE	Cimentos Nacionais e Estrangeiros
CNE	Comisión Nacional de Energía
CNE	Comissão Nacional da Energia
CNE	Comissão Nacional de Eleições
CNE	Comissão Nacional de Energia
CNE	Comissão Nacional de Urgência
CNE	Comissão Nacional do Euro
CNE	Conselho Nacional da Educação
CNE	Conselho Nacional das Escolas
CNE	Conselho Nacional de Educação
CNE	Conselho Nacional de Executivo
CNE	Corpo Nacional de Escutas
CNECV	Conselho Nacional de Ética e Ciências da Vida
CNECV	Conselho Nacional de Ética para as Ciências da Vida
CNECV	Conselho Nacional de Ética para as Ciências da Vida português
CNECV	Conselho Nacional para a Ética e Ciências da Vida
CNEE	Centro de Negócios e Estudos Económicos
CNEFF	Comissão Nacional Especializada de Fogos Florestais
CNEFF	Comissão Nacional Especializada em Fogos Florestais
CNEMA	Centro Nacional de Exposições e de Mercados Agrícolas
CNEMA	Centro Nacional de Exposições e Mercados Agrícolas
CNES	Comissão Negocial Sindical dos Enfermeiros
CNESE	Comissão Negociadora dos Sindicatos dos Enfermeiros
CNF	Centro Nacional de Farmacovigilância
CNF	Centro Nacional de Furacões
CNFEF	Comissão Nacional de Fiscalização Económica e Financeira
CNGF	Corpo Nacional da Guarda Florestal
CNGF	Corpo Nacional de Guardas Florestais
CNH	Comissão Nacional de Hemofilia
CNICC	Científicas cubano
CNI	Centro Nacional de Inteligência
CNI	Confederação Nacional da Industria
CNI	Confederação Nacional da Indústria
CNIG	Centro Nacional de Informação Geográfica
CNIG	Conselho Nacional da Indústria de Golfe
CNIG	Conselho Nacional da Indústria do Golfe
CNIPE	Confederação Nacional Independente de Pais e Encarregados da Educação
Cnipe	Confederação Nacional Independente de Pais e Encarregados de Educação
CNIPE	Confederação Nacional Independente de Pais e Encarregados de Educação
CNIPE	Confederação Nacional Independente dos Pais e Encarregados de Educação
CNIR	Centro francês de Informação Rodoviária
CNIR	Centro Nacional de Informação Rodoviária
CNIS	Confederação das Instituições de Solidariedade Social
CNIS	Confederação Nacional das Instituições de Solidariedade
CNIS	Confederação Nacional das Instituições de Solidariedade Social
CNIS	Confederação Nacional das Instituições Particulares de Solidariedade Social
CNIS	Confederação Nacional de Instituições de Solidariedade
CNIS	Confederação Nacional de Instituições de Solidariedade Social
CNIS	Coordenação Nacional para a Infecção VIH/Sida
CNISS	Confederação Nacional das Instituições de Solidariedade Social
CNJA	Centro Nacional de Jovens Agricultores
CNJ	Conselho Nacional da Juventude
CNJ	Conselho Nacional de Jurisdição
CNJ	Conselho Nacional de Juventude
CNJP	cional de Justiça e Paz
CNJP	Comissão Nacional de Justiça e Paz
CNJP	Comissão Nacional Justiça e Paz
CNLA	Clube de Natação do Litoral Alentejano
CNL	Comissão Nacional de Eleições
CNLCS	Comissão Nacional da Luta contra a Sida
CNLCS	Comissão Nacional da Luta Contra a Sida
CNLCS	Comissão Nacional de Luta contra a Sida
CNLCS	Comissão Nacional de Luta Contra a sida
CNLCS	Comissão Nacional de Luta Contra a Sida
CNLCS	Comissão Nacional de Luta Contra a SIDA
CNLCT	Comissão Nacional de Luta Contra a Tuberculose
CNLI	Comissão Nacional para a Legalização de Imigrantes
CNLS	Comissão Nacional de Luta Contra a Sida
CNM	Clube Nacional de Montanhismo
CNMGF	Comissão Nacional de Medicina Geral e Familiar
CNMI	Conselho Nacional do Médico Interno
CNMP	Conselho Nacional das Mulheres Portuguesas
CNMV	Comissão espanhola de Mercado de Valores
CNMV	Comissão Nacional de Mercado de Valores
CNMV	comissão nacional do mercado de valores
CNMV	Comissão Nacional do Mercado de Valores
CNMV	Comissão Nacional Mercado de Valores
CNMV	Comissão Nacional Mercado Valores
CNMV	Comissión Nacional del Mercado de Valores
CNNHC	Comissão Nacional para a Normalização da Hormona do Crescimento
CNO	Centro de Novas Oportunidades
CNO	centros de Novas Oportunidades
CNOD	Confederação Nacional dos Organismos de Deficientes
CNOP	Conselho Nacional das Ordens Profissionais
CNOS	Centro Distrital de Operações de Socorro
CNOS	Centro Nacional dde Operações de Socorro
CNOS	Centro Nacional de Operação de Socorros
CNOS	Centro Nacional de Operações de Socorro
CNOS	Centro Nacional de Operações de Socorros
CNOS	Centro Nacional de Operações e Socorro
CNOS	Comando Nacional de Operações de Socorro
CNP	Caixa Nacional de Pensões
CNPC	China National Petroleum Corporation
CNPC	Comissão Nacional de Protecção Civil
CNPCE	Conselho Nacional de Planeamento Civil de Emergência
CNP	Centro Nacional de Pensões
CNPCJ	Comissão Nacional de Protecção de Crianças e Jovens em Risco
CNPCJR	Comissão Nacional de Protecção das Crianças e Jovens em Risco
CNPCJR	Comissão Nacional de Protecção de Crianças e Jovens em Risco
CNP	Classificação Nacional de Profissões
CNP	Corpo Nacional de Polícia Espanhol
CNPD	Comissão Nacional da Protecção de Dados
CNPD	Comissão Nacional de protecção de Dados
CNPD	Comissão Nacional de Protecção de Dados
CNPD	Comissão Nacional de Protecção de Dados"
CNPD	Comissão Nacional de Protecção de Dados Pessoais
CNPDI	Comissão Nacional de Protecção de Dados Informáticos
CNPDP	Comissão Nacional de Protecção de Dados Pessoais
CNPMA	Conselho Nacional da Procriação Medicamente Assistida
CNPMA	Conselho Nacional de Procriação Medicamente Assistida
CNPMJR	Comissão Nacional de Protecção de Menores e Jovens em Risco
CNPR	Câmara Nacional de Peritos Reguladores
CNPRP	Centro Nacional de Protecção contra os Riscos Profissionais
CNPT	Comité Nacional espanhol de Prevenção do Tabagismo
CNPV	Conselho Nacional para a Promoção do Voluntariado
CNQ	Catálogo Nacional de Qualificações
CNR	Comissão Nacional de Reflorestação
CNR	Conselho Nacional de Reflorestação
CNRLI	Centro Nacional de Reprodução em Cativeiro para o Lince-Ibérico
CNRS	Centro Nacional de Pesquisa Científica
CNRS	Científica francês
CNSCA	Comissão Nacional da Saúde da Criança e do Adolescente
CNSCA	Comissão Nacional de Saúde da Criança e Adolescente
CNSCA	Comissão Nacional de Saúde da Criança e do Adolescente
CNS	Centro Nacional de Socorros
CNS	Conselho Nacional de Socorros
CNSF	Conselho Nacional de Supervisores Financeiros
CNSMN	Comissão Nacional de Saúde Materna e Neonatal
CNSMN	Comissão Nacional de Saúde Materna e Neonatalidade
CNSMN	Comissão Nacional de Saúde Materno-Neonatal
CNSP	Conselho Nacional de Saúde Pública
CNT	Carta Nacional de Transição
CNT	Contas Nacionais Trimestrais
CNTP	Classificação Internacional Tipo das Profissões
CNUCED	Conferência das Nações Unidas para o Comércio e Desenvolvimento
CNUCED	Conferência das Nações Unidas para o comércio e o desenvolvimento
CNU	Comissão Nacional da Unesco
CNU	Comissão Nacional da UNESCO
CNUDM	Convenção das Nações Unidas sobre o Direito do Mar
CNUMP	Conselho Nacional da União das Misericórdias Portuguesas
CNVM	Comissão Nacional de Valores Mobiliários
COA	Centro Operacional do Ambiente
COA	certificado de operador aéreo
COA	Certificado de Operador Aéreo
COA	Comando Operacional dos Açores
Coaf	Controlo de Actividades Financeiras
Coag	Coordenação das Organizações de Agricultores e Criadores
COAGRET	Coordenadora de Afectados pelas Grandes Barragens e Transvases
Coba	Consultores para Obras
Cobra	Colômbia e Brasil
Cocai	Conselho Consultivo para os Assuntos da Imigração
COCAI	Conselho Consultivo para os Assuntos da Imigração
CO	carbono
CO	carbono"
COC	Centro de Operações Conjunto
COC	Comando Operacional Conjunto
COC	Comissão Organizadora da Convenção
COC	comissão organizadora do congresso
COC	Comissão organizadora do Congresso
COC	Comissão Organizadora do Congresso
COC	Comissão Organizadora do XIV Congresso
COCDR	Comissão para a Igualdade e Contra a Discriminação Racial
CO	Conselho de Opinião
COD	comissão organizadora das directas
COD	Comissão Organizadora das Directas
CODIS	comandante operacional distrital
Codivel	concelho de Odivelas
CODU	Centro de Orientação de Doentes Urgentes
CODU	Centro de Orientação para Doentes Urgentes
CODU	Centro de Orientações de Doenças Urgentes
CODU	Centro Distrital de Orientação de Doentes Urgentes
CODU	Centro Operacional de Doentes Urgentes
CODU	centros de orientação de doentes urgentes
CODU	Centros de Orientação de Doentes urgentes
CODU	Centros de Orientação de Doentes Urgentes
CODU	Centros de Orientação de Doente Urgentes
CODU	"Centros de Orientação de Orientação de Doentes Urgentes
CODU	Centros de Orientação de Orientação de Doentes Urgentes
CODU LVT	Centro de Orientação de Doentes Urgentes de Lisboa e Vale do Tejo
CODU Norte	Centro de Orientação de Doentes Urgentes do Norte
CODU/Norte	Centro de Orientação de Doentes Urgentes do Norte
COE	Comité Olímpico Espanhol
COE	Contracepção Oral de Emergência
Coen	Comité de Emergência Nacional
Cofac	Cooperativa de Formação e Animação Cultural
COF	comissão de de Finanças
COF	comissão de e Finanças
COF	Conselho de Orientação e Fiscalização
COFT	Comando Operacional das Forças Terrestres
COG	Congresso
COGECA	Comité Geral da Cooperação Agrícola da UE
Cogema	Companhia Geral de Materiais Nucleares
Cogema	Companhia Geral de Matérias Nucleares
Cogema	Companhia Geral em Assuntos Nucleares
Cohefa	Comité Hemisférico de Erradicação de Febre Aftosa
COI	Comércio Checo
COI	Comissão Oceanográfica Intergovernamental
COI	Comité Olímpico Internacional
Coimbra	CoimbraShopping
Coimbra	colóquio participam também os docentes universitários Xavier Viegas
COJ	Conselho dos Oficiais de Justiça
COJ	Conselho os Oficiais de Justiça
Colorado	Cornell do National Institute of Standards and Technology
Comac	Commercial Aircraft Corporation of China
Comacep	comissão para a acção educativa evangélica nas escolas públicas
Comacep	Comissão para a Acção Educativa Evangélica nas Escolas Públicas
COMAR	Centro de Operações da Marinha
Com	controla a Optimus e a Novis
Comece	Comissão dos Episcopados da Comunidade Europeia
COMEDS	Chiefs of Military Medical Services in NATO
COMETLIS	Comando Metropolitano da Polícia de Segurança Pública de Lisboa
Cometlis	Comando Metropolitano da PSP de Lisboa
COMETLIS	Comando Metropolitano da PSP de Lisboa
Cometlis	Comando Metropolitano de Lisboa
COMETLIS	Comando Metropolitano de Lisboa
COMETLIS	Comando Metropolitano de Lisboa da PSP
Comifac	conferência dos ministros responsáveis pelas florestas da África Central
Comil	Comissão de Militares
Comkfor	comandante da Kosovo Force
COMKFOR	comandante da Kosovo Force
COM.MARIA	Comissão Organizadora da Marcha Global da Marijuana em Lisboa
como casa	consumidores que pedem apoio à Deco têm geralmente várias dívidas ou créditos acumulados
como	com a taxa normal
como	compromisso sobre medidas de fundo em matérias delicadas
como	considera que devem ser acautelados os riscos indirectos
como	consulado português mais próximo
como soro	comercializem estes dispositivos para administrar produtos por via endovenosa
Compamid	Complemento para Aquisição de Medicamentos pelos Idosos
Compete	Competitividade
ComUrb	Comunidades Urbanas
comurb	Comunidade Urbana
Comurb	Comunidade Urbana
ComUrb	Comunidade Urbana
CONAB	Companhia Nacional de Abastecimento
Conac	Conselho Nacional de Aviação Civil
Condeixa	Condeixa-a-Nova
Confagri	Confederação da Agricultura Portuguesa
Confagri	Confederação Nacional das Cooperativas Agrícolas e de Crédito Agrícola
Confagri	Confederação Nacional das Cooperativas Agrícolas e do Crédito Agrícola de Portugal
Confap	Confederação das Associações de Pais
CONFAP	Confederação das Associações de Pais
CONFAP	Confederação das Federações das Associações de Pais
Confap	Confederação de Associações de Pais
Confap	Confederação Nacional da Associação de Pais
CONFAP	Confederação Nacional da Associações de Pais
CONFAP	Confederação Nacional das Associaçoes de Pais
Confap	Confederação Nacional das Associações de Pais
CONFAP	Confederação Nacional das Associações de Pais
Confap	Confederação Nacional das Associações dos Pais
Confap	Confederação Nacional de Associação de Pais
Confap	Confederação Nacional de Associações de Pais
CONFAP	Confederação Nacional de Associações de Pais
Confap	Confederação Nacional de Pais
Confap	Confederação Nacional de Pais e Encarregados de Educação
Confap	Confederação Nacional dos Pais
Confhic	Congregação das Irmãs Franciscanas Hospitaleiras da Imaculada Conceição
Confnaes	Confederação Nacional das Associações de Estudantes
Confnaes	Confederação Nacional de Associações de Estudantes
Confnaes	Confederação Nacional de Associações de estudantes do Ensino Secundário e Básico
Confnaes	Confederação Nacional de Associações de Estudantes do Ensino Secundário e Básico
CONFNAES	Confederação Nacional de Associações de Estudantes do Ensino Secundário e Básico
CONICLE	Comissão Nacional de Inscrição e Classificação de Projectistas de Obras Públicas
Conred	coordenação nacional para a redução dos desastres
Consest	contrato revela uma grande desigualdade entre as obrigações financeiras da empresa estatal
Consulting	consultoria de tecnologias de informação
Contas	comentador com o de jurisconsulto
Continente	constitucional de 2009 deverá consagrar um país e três sistemas
COO	Chief Operating Officer
Cool	consumo moderado de álcool
COOO	Corporate Centre Officer
COPA	Comité das Organizações Profissionais Agrícolas da UE
COPA	Comité das Organizações Profissionais de Agricultores da UE
Copam	Companhia Portuguesa de Amidos
Copcon	Comando Operacional do Continente
COPCON	Comando Operacional do Continente
COP	conferência das partes
COP	conferência das Partes
COP	Conferência das Partes
Copic	Conselho Português de Igrejas Cristãs
Copom	Comité de Política Monetária
Coppt	Confederação Portuguesa de Prevenção do Tabagismo
COPPT	Confederação Portuguesa de Prevenção do Tabagismo
corais	Coraliários
Core	Comment on Reproductive Ethics
Core	Coordenadoria de Recursos Especiais
COREPE	Comissão Organizadora do Recenseamento Eleitoral dos Portugueses no Estrangeiro
Corporate	www.corporate.edp.pt
Corre	correios moçambicanos
Correia	cinco membros indicados pela Assembleia da República
Correia	Coimbra de figura de peso no sector coelhista do partido
COS	Comando de Operações de Socorro
Cosec	Companhia de Seguro de Crédito
COSI	Childhood Obesity Surveillance Initiative
Costa	Câmara era ministro da Administração Interna de Sócrates
Costa	como equidistante
Costa	como interessada na MonteAdriano
Costa	Confederação da Indústria Portuguesa
Costa	Constitucional
costa leste	concentração do investimento nos estados do sul e sueste do país
COTArroz	Centro Operativo e Tecnológico do Arroz
COTEC	com representantes da Associação Empresarial para a Inovação
COTF	Centro de Operações e Técnicas Florestais
Coura	Couto das Cabras
COV	compostos orgânicos voláteis
Covina	Companhia Vidreira Nacional
COVR	Centro Oncológico de Vila Real
CPA	Campo de Tiro de Alcochete
CPAC	Casa Pia Atlético Clube
CPA	Código de Procedimento Administrativo
CPADA	Confederação Portuguesa das Associações de Defesa do Ambiente
CPAPPC	Comissão de Pais e Amigos Preocupados com a Paralisia Cerebral
CPAPPC	Comissão Pais e Amigos Preocupados com a Paralisia Cerebral
CPAS	Caixa de Previdência dos Advogados e Solicitadores
CP	caminhos-de-ferro portuguesa
CP	Caminhos de Ferro Portugueses
CP	Caminhos-de-Ferro Portugueses
CPC	Caspian Pipeline Consortium
CPC	Centro de Previsão de Cheias
CPC	Código de Processo Civil
CPC	Comissão Permanente de Contrapartidas
CPC	Comissão Politica Concelhia
CPC	comissão política concelhia
CPC	Comissão Política Concelhia
CPC	Comissão Portuguesa de Contrapartidas
CPC	Conselho de Prevenção da Corrupção
CPC	Conselho de Prevenção e Corrupção
CPC	Conselho Permanente da Corrupção
CPC	Conselho Português das Comunidades
CPCI	Confederação Portuguesa da Construção e do Imobiliário
CP	cinco por cento
CPCJ	Centro de Protecção de Crianças e Jovens
CPCJ	Comissão de Proteção de Crianças de Jovens
CPCJ	Comissão de Protecção a Crianças e Jovens
CPCJ	Comissão de Protecção de Crianças e Jovens
CPCJ	comissões de protecção de crianças e jovens
CPCJ	Comissões de Protecção de Crianças e Jovens
CPCJP	Comissão de Protecção de Crianças e Jovens em Perigo
CPCJPD	Comissão de Protecção de Crianças e Jovens de Ponta Delgada
CPCJR	Comissão de Protecção de Crianças e Jovens em Risco
CPCJR	Comissão Nacional de Protecção das Crianças e Jovens em Risco
CPCJR	Comissões de Protecção de Crianças e Jovens em Risco
CPCJV	Comissão de Protecção de Crianças e Jovens de Viseu
CP	Código Penal
CP	Códigos Penal
CP	Comboios de Portugal
CP	Comissão Política
CPCP	Conselho Permanente das Comunidades Portuguesas
CPCP	Conselho Permanente do Conselho das Comunidades Portuguesas
CPCS	comissão permanente da concertação social
CPCS	Comissão Permanente da Concertação Social
CPCS	Comissão Permanente de Concertação Social
CPCS	Conselho Permanente da Concertação Social
CPCS	Conselho Permanente de Concertação Social
CPD	Centro Português de Design
CPD	Centros de Prevenção e Detecção
CPD	comissão política distrital
CPD	Comissão Política Distrital
CPDN	Conselho Superior de Defesa Nacional
CPEC	Comissão Parlamentar de Educação e Ciência
CPE	contrato de primeiro emprego
CPE	Contrato de Primeiro Emprego
CPE	contrato primeiro emprego
CPE	Coordenadora Agrícola Europeia
CPES	Comissão de Programas Especiais de Segurança
CPF	Centro Português de Fundações
CPFL	Companhia Paulista de Força e Luz
CPH	Conta Poupança Habitação
CPH	contas poupança-habitação
CPH	Contas Poupança-Habitação
CPH	Contas-Poupança Habitação
CPI	Centro de Promoção de de Moçambique
CPI	China Power Internacional
CPI	China Power International
CPI	comissão parlamentar de inquérito
CPI	Comissão Parlamentar de Inquérito
CPL	Casa Pia de Lisboa
CPL	Casa Pia de Lisboa"
